Entry	Taxonomic_lineage_PHYLUM	Taxonomic_lineage_SUPERKINGDOM	Taxonomic_lineage_CLASS	Gene_ontology_GO	Gene_ontology_biological_process	Gene_ontology_molecular_function	Gene_ontology_cellular_component	Gene_ontology_IDs	Protein_names	Protein_families	Cross_reference_eggNOG	Cross_reference_Gene3D	Cross_reference_HOGENOM	Cross_reference_OMA	Cross_reference_OrthoDB	Cross_reference_Pfam	Cross_reference_SMART	Cross_reference_SUPFAM	BRENDA_KM	BRENDA_PHO_DATA	BRENDA_KI	BRENDA_TO_DATA	BRENDA_IC50	BRENDA_TN	BRENDA_TS_DATA
Q1W755	Proteobacteria	Bacteria	Gammaproteobacteria	outer membrane-bounded periplasmic space [GO:0030288]; beta-lactamase activity [GO:0008800]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	outer membrane-bounded periplasmic space [GO:0030288]	GO:0008800; GO:0017001; GO:0030288; GO:0046677	Beta-lactamase (EC 3.5.2.6) (Fragment)	Class-C beta-lactamase family	None	3.40.710.10;	None	None	None	PF00144;	None	SSF56601;	None	None	None	None	None	None	None
B3FIE3	Proteobacteria	Bacteria	Betaproteobacteria	beta-lactamase activity [GO:0008800]; penicillin binding [GO:0008658]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]; penicillin binding [GO:0008658]	None	GO:0008658; GO:0008800; GO:0017001; GO:0046677	Beta-lactamase (EC 3.5.2.6)	Class-D beta-lactamase family	None	3.40.710.10;	None	None	None	PF00905;	None	SSF56601;	0.001;piperacillin_count=1;0.04;ticarcillin_count=2;0.015;Cephalothin_count=3	None	None	None	None	0.1;ticarcillin_count=1;0.5;Cephalothin_count=2;0.5;piperacillin_count=3	None
Q6JE29	Bacteroidetes	Bacteria	Flavobacteriia	periplasmic space [GO:0042597]; beta-lactamase activity [GO:0008800]; zinc ion binding [GO:0008270]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]; zinc ion binding [GO:0008270]	periplasmic space [GO:0042597]	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677	Metallo-beta-lactamase type 2 (EC 3.5.2.6) (B2 metallo-beta-lactamase) (Beta-lactamase type II) (Metallo-beta-lactamase type II)	Metallo-beta-lactamase superfamily, Class-B beta-lactamase family	None	3.60.15.10;	None	None	None	PF00753;	SM00849;	SSF56281;	0.008;nitrocefin_count=1;0.013;benzylpenicillin_count=2;0.025;cefazolin_count=3;0.049;cefotaxime_count=4;0.28;meropenem_count=5;0.32;carbenicillin_count=6;0.375;piperacillin_count=7;1.3;Sulbactam_count=8	None	0.003;dipicolinic acid_count=1;0.0073;1,10-ophenanthroline_count=2;0.815;EDTA_count=3	None	None	0.46;cefazolin_count=1;1.53;cefotaxime_count=2;10.3;ampicillin_count=3;10.92;benzylpenicillin_count=4;14.61;piperacillin_count=5;16.96;carbenicillin_count=6;3.3;Sulbactam_count=7;4.13;meropenem_count=8;4.4;nitrocefin_count=9;7.28;Imipenem_count=10	40-55_count=1
Q8GIW8	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; zinc ion binding [GO:0008270]; antibiotic catabolic process [GO:0017001]	antibiotic catabolic process [GO:0017001]	beta-lactamase activity [GO:0008800]; zinc ion binding [GO:0008270]	None	GO:0008270; GO:0008800; GO:0017001	Metallo beta-lactamase	Metallo-beta-lactamase superfamily, Class-B beta-lactamase family	None	3.60.15.10;	None	None	None	None	SM00849;	SSF56281;	0.007;cefuroxime_count=1;0.0072;meropenem_count=2;0.016;Cephalothin_count=3;0.175;carbenicillin_count=4;0.47;ticarcillin_count=5;0.92;Imipenem_count=6;1.5;ampicillin_count=7;0.022;cefotaxime_count=8;0.072;nitrocefin_count=9;0.015;ceftazidime_count=10;0.026;cefepime_count=11	None	None	None	None	118.0;Cephalothin_count=2;15.0;cefepime_count=3;240.0;Imipenem_count=4;3.7;carbenicillin_count=5;570.0;nitrocefin_count=6;6.7;ceftazidime_count=7;6.9;ticarcillin_count=8;61.0;cefuroxime_count=9;9.5;meropenem_count=10;56.0;cefotaxime_count=11	None
Q8G979	Proteobacteria	Bacteria	Gammaproteobacteria	None	None	None	None	None	Metallo-beta-lactamase (Metallo-beta-lactamase VIM-1)	None	None	3.60.15.10;	None	None	None	PF00753;	SM00849;	SSF56281;	None	None	None	None	None	None	None
Q7BJM5	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; metal ion binding [GO:0046872]	None	beta-lactamase activity [GO:0008800]; metal ion binding [GO:0046872]	None	GO:0008800; GO:0046872	Class B carbapenemase VIM-2 (Metallo-beta-lactamase) (Metallo-beta-lactamase VIM-2) (VIM-2) (EC 3.5.2.6) (VIM-2 b-lactamase) (VIM-2 beta-lactamase)	None	None	3.60.15.10;	None	None	775108at2;	PF00753;	SM00849;	SSF56281;	None	None	None	None	None	None	None
Q53BU0	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; zinc ion binding [GO:0008270]; antibiotic catabolic process [GO:0017001]	antibiotic catabolic process [GO:0017001]	beta-lactamase activity [GO:0008800]; zinc ion binding [GO:0008270]	None	GO:0008270; GO:0008800; GO:0017001	Carbapenemase	Metallo-beta-lactamase superfamily, Class-B beta-lactamase family	None	3.60.15.10;	None	None	None	PF00753;	SM00849;	SSF56281;	0.08;cefalothin_count=1;0.8;cefaloridine_count=2;1.8;Imipenem_count=3;2.4;moxalactam_count=4;2.6;amoxicillin_count=5;6.0;aztreonam_count=6	None	None	None	0.5;dipicolinic acid_count=1;75.0;EDTA_count=2	None	None
Q53BU1	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; zinc ion binding [GO:0008270]; antibiotic catabolic process [GO:0017001]	antibiotic catabolic process [GO:0017001]	beta-lactamase activity [GO:0008800]; zinc ion binding [GO:0008270]	None	GO:0008270; GO:0008800; GO:0017001	Carbapenemase	Metallo-beta-lactamase superfamily, Class-B beta-lactamase family	None	3.60.15.10;	None	None	None	None	SM00849;	SSF56281;	0.004;cefuroxime_count=1;0.009;ceftazidime_count=2;0.012;cefalothin_count=3;0.043;meropenem_count=4;0.115;ticarcillin_count=5;0.17;piperacillin_count=6;0.19;amoxicillin_count=7;0.26;benzylpenicillin_count=8;0.27;cefaloridine_count=9;2.5;Imipenem_count=10	None	None	None	0.05;EDTA_count=1;0.05;dipicolinic acid_count=2	None	None
Q20I87	Proteobacteria	Bacteria	Gammaproteobacteria	outer membrane-bounded periplasmic space [GO:0030288]; beta-lactamase activity [GO:0008800]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	outer membrane-bounded periplasmic space [GO:0030288]	GO:0008800; GO:0017001; GO:0030288; GO:0046677	Beta-lactamase (EC 3.5.2.6)	Class-C beta-lactamase family	None	3.40.710.10;	None	None	None	PF00144;	None	SSF56601;	0.065;benzylpenicillin_count=1;0.5;ceftazidime_count=2;0.001;cefoxitin_count=3;0.001;cefotaxime_count=4;0.05;Cephalothin_count=5;0.43;cephaloridin_count=6;0.001;cefuroxime_count=7	None	None	None	None	1.0;cefuroxime_count=1;120.0;cephaloridin_count=2;400.0;Cephalothin_count=3;45.0;benzylpenicillin_count=4;0.3;cefoxitin_count=6;1.0;ceftazidime_count=7	None
Q45EY0	Proteobacteria	Bacteria	Gammaproteobacteria	outer membrane-bounded periplasmic space [GO:0030288]; beta-lactamase activity [GO:0008800]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	outer membrane-bounded periplasmic space [GO:0030288]	GO:0008800; GO:0017001; GO:0030288; GO:0046677	Beta-lactamase (EC 3.5.2.6) (Fragment)	Class-C beta-lactamase family	None	3.40.710.10;	None	None	None	PF00144;	None	SSF56601;	None	None	None	None	None	None	None
Q58G58	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	None	GO:0008800; GO:0030655; GO:0046677	Beta-lactamase (EC 3.5.2.6)	Class-A beta-lactamase family	None	3.40.710.10;	None	None	None	PF13354;	None	SSF56601;	None	None	None	None	None	None	None
Q9AL74	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	None	GO:0008800; GO:0030655; GO:0046677	Beta-lactamase (EC 3.5.2.6)	Class-A beta-lactamase family	None	3.40.710.10;	None	None	None	PF13354;	None	SSF56601;	None	None	None	None	None	None	None
Q708V3	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	None	GO:0008800; GO:0030655; GO:0046677	Beta-lactamase (EC 3.5.2.6)	Class-A beta-lactamase family	None	3.40.710.10;	None	None	None	PF13354;	None	SSF56601;	None	None	None	None	None	None	None
Q708V4	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	None	GO:0008800; GO:0030655; GO:0046677	Beta-lactamase (EC 3.5.2.6)	Class-A beta-lactamase family	None	3.40.710.10;	None	None	None	PF13354;	None	SSF56601;	None	None	None	None	None	None	None
Q8RNV0	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	None	GO:0008800; GO:0030655; GO:0046677	Beta-lactamase (EC 3.5.2.6)	Class-A beta-lactamase family	None	3.40.710.10;	None	None	None	PF13354;	None	SSF56601;	None	None	None	None	None	None	None
Q5QT35	Proteobacteria	Bacteria	Gammaproteobacteria	penicillin binding [GO:0008658]	None	penicillin binding [GO:0008658]	None	GO:0008658	Beta-lactamase (Beta-lactamase OXA-51) (OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-51)	None	None	3.40.710.10;	None	None	None	PF00905;	None	SSF56601;	0.011;Imipenem_count=2;0.077;Cephaloridine_count=3;0.129;Cloxacillin_count=4;0.531;Oxacillin_count=5	None	None	None	None	None	None
Q5MJG5	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	None	GO:0008800; GO:0030655; GO:0046677	Beta-lactamase (EC 3.5.2.6)	Class-A beta-lactamase family	None	3.40.710.10;	None	None	None	PF13354;	None	SSF56601;	None	None	None	None	None	None	None
Q6T3Q5	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	None	GO:0008800; GO:0030655; GO:0046677	Beta-lactamase (EC 3.5.2.6)	Class-A beta-lactamase family	None	3.40.710.10;	None	None	None	PF13354;	None	SSF56601;	None	None	None	None	None	None	None
Q704Y9	Proteobacteria	Bacteria	Gammaproteobacteria	outer membrane-bounded periplasmic space [GO:0030288]; beta-lactamase activity [GO:0008800]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	outer membrane-bounded periplasmic space [GO:0030288]	GO:0008800; GO:0017001; GO:0030288; GO:0046677	Beta-lactamase (EC 3.5.2.6)	Class-C beta-lactamase family	None	3.40.710.10;	None	None	None	PF00144;	None	SSF56601;	6e-05;ampicillin_count=2;9e-05;cefotaxime_count=3;0.001;Imipenem_count=4;0.09;cefotaxime_count=5;0.106;Cephalothin_count=6;1.0;Imipenem_count=7;106.0;Cephalothin_count=8	None	None	None	None	0.06;ampicillin_count=1;0.07;Imipenem_count=2;0.09;cefotaxime_count=3;6.0;Cephalothin_count=4	None
Q704Z0	Proteobacteria	Bacteria	Gammaproteobacteria	outer membrane-bounded periplasmic space [GO:0030288]; beta-lactamase activity [GO:0008800]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	outer membrane-bounded periplasmic space [GO:0030288]	GO:0008800; GO:0017001; GO:0030288; GO:0046677	Beta-lactamase (EC 3.5.2.6)	Class-C beta-lactamase family	None	3.40.710.10;	None	None	None	PF00144;	None	SSF56601;	0.002;Imipenem_count=1;3e-06;Oxacillin_count=3;1.8e-05;cefoxitin_count=4;2e-05;cefotaxime_count=5;0.00013;ampicillin_count=6;0.00017;piperacillin_count=7;0.00025;benzylpenicillin_count=8;0.0009;ceftazidime_count=9;0.095;cefepime_count=10;0.148;Cephalothin_count=11	None	None	None	None	0.06;ampicillin_count=1;0.0074;benzylpenicillin_count=2;0.022;Oxacillin_count=3;0.032;cefotaxime_count=4;0.038;cefoxitin_count=5;0.04;ceftazidime_count=6;0.065;ampicillin_count=7;1.5;piperacillin_count=8;140.0;Cephalothin_count=9;93.0;nitrocefin_count=10;0.07;Imipenem_count=12	None
Q705J0	Proteobacteria	Bacteria	Gammaproteobacteria	outer membrane-bounded periplasmic space [GO:0030288]; beta-lactamase activity [GO:0008800]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	outer membrane-bounded periplasmic space [GO:0030288]	GO:0008800; GO:0017001; GO:0030288; GO:0046677	Beta-lactamase (EC 3.5.2.6)	Class-C beta-lactamase family	None	3.40.710.10;	None	None	None	PF00144;	None	SSF56601;	0.004;Imipenem_count=2;8e-05;ampicillin_count=3;0.0005;cefotaxime_count=4	None	None	None	None	14.0;Cephalothin_count=1;0.06;ampicillin_count=2;0.11;Imipenem_count=3;0.07;cefotaxime_count=4	None
Q6XL56	Fusobacteria	Bacteria	Fusobacteriia	penicillin binding [GO:0008658]	None	penicillin binding [GO:0008658]	None	GO:0008658	Class D beta-lactamase	None	None	3.40.710.10;	None	None	None	PF00905;	None	SSF56601;	0.023;CENTA_count=1;0.036;Oxacillin_count=2;0.047;Cephalothin_count=3;0.076;ampicillin_count=4;10.0;benzylpenicillin_count=5;36.0;Oxacillin_count=6;47.0;Cephalothin_count=7;76.0;ampicillin_count=8	None	None	None	0.0025;tazobactam_count=1;0.5;clavulanic acid_count=2	0.42;CENTA_count=1;4.1;Cephalothin_count=2;45.0;ampicillin_count=3;780.0;Oxacillin_count=4;830.0;benzylpenicillin_count=5	None
Q9K2N0	Proteobacteria	Bacteria	Gammaproteobacteria	metal ion binding [GO:0046872]	None	metal ion binding [GO:0046872]	None	GO:0046872	Beta-lactamase (Beta-lactamase VIM-2) (Beta-lactamase class B VIM-2) (BlaVIM-2) (Metallo-beta-lactamase) (VIM-2) (VIM-2 beta-lactamase) (VIM-2 class B metallo b-lactamase) (VIM-2 type metallo-beta-lactamase)	None	None	3.60.15.10;	None	None	None	PF00753;	SM00849;	SSF56281;	None	7_count=1	None	25_count=1	None	None	None
Q4ZE97	Proteobacteria	Bacteria	Gammaproteobacteria	None	None	None	None	None	Metallo-beta-lactamase VIM-5 (VIM-5)	None	None	3.60.15.10;	None	None	None	PF00753;	SM00849;	SSF56281;	0.012;Imipenem_count=1;0.076;cefepime_count=2;0.101;cefotaxime_count=3;0.113;penicillin_count=4;0.149;ceftazidime_count=5;1.753;piperacillin_count=6;0.049;meropenem_count=8	None	None	None	None	47.0;piperacillin_count=2;0.1;cefepime_count=3;14.0;ampicillin_count=4;2.4;meropenem_count=5;29.0;penicillin_count=6;3.5;Imipenem_count=7;9.2;cefotaxime_count=8	None
Q5I2N2	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; penicillin binding [GO:0008658]	None	beta-lactamase activity [GO:0008800]; penicillin binding [GO:0008658]	None	GO:0008658; GO:0008800	Beta-lactamase OXA-51-like protein (Beta-lactamase OXA-69) (Beta-lactamase class D (Beta-lactamase OXA-109)) (EC 3.5.2.6) (BlaOXA-69) (Carbapenem-hydrolyzing oxacillinase OXA-69) (OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-69)	None	None	3.40.710.10;	None	NGLTHAW;	None	PF00905;	None	SSF56601;	0.19;Cephalothin_count=1;0.13;nitrocefin_count=2;0.24;ampicillin_count=3;0.71;benzylpenicillin_count=4;2.5;Cephaloridine_count=5;2.8;ticarcillin_count=6;3.6;Imipenem_count=7;3.7;Oxacillin_count=8;4.0;piperacillin_count=9;4.5;meropenem_count=10	None	None	None	None	0.1;Imipenem_count=1;0.004;Cephalothin_count=2;0.05;Cephaloridine_count=3;0.06;meropenem_count=4;0.2;Oxacillin_count=5;0.2;benzylpenicillin_count=6;0.2;piperacillin_count=7;0.3;ticarcillin_count=8;0.4;nitrocefin_count=9;0.06;ampicillin_count=10	None
Q3SAW3	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	None	GO:0008800; GO:0030655; GO:0046677	Beta-lactamase (EC 3.5.2.6)	Class-A beta-lactamase family	None	3.40.710.10;	None	None	None	PF13354;	None	SSF56601;	0.008;ticarcillin_count=1;0.03;amoxicillin_count=2;0.03;ceftriaxone_count=3;0.1;aztreonam_count=4;0.13;Cephaloridine_count=5;0.15;cefsulodine_count=6;0.25;cefotaxime_count=7;0.28;Cephalothin_count=8;0.04;cefuroxime_count=10;0.015;piperacillin_count=11;0.02;benzylpenicillin_count=12	None	None	None	None	1.0;cefepime_count=1;10.0;amoxicillin_count=2;10.0;aztreonam_count=3;10.0;cefuroxime_count=4;150.0;Cephalothin_count=5;2.0;piperacillin_count=6;25.0;cefsulodine_count=7;25.0;ceftriaxone_count=8;3.0;benzylpenicillin_count=9;30.0;Cephaloridine_count=10;30.0;cefotaxime_count=11;6.0;ticarcillin_count=12	None
Q6GVZ4	Proteobacteria	Bacteria	Betaproteobacteria	outer membrane-bounded periplasmic space [GO:0030288]; beta-lactamase activity [GO:0008800]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	outer membrane-bounded periplasmic space [GO:0030288]	GO:0008800; GO:0017001; GO:0030288; GO:0046677	Beta-lactamase (EC 3.5.2.6)	Class-C beta-lactamase family	None	3.40.710.10;	None	None	None	PF00144;	None	SSF56601;	0.056;Cephalothin_count=1;0.088;Cephaloridine_count=2;0.356;benzylpenicillin_count=3	None	None	None	0.0035;Cloxacillin_count=1;0.057;Sulbactam_count=2;0.138;clavulanate_count=3	None	None
Q8GD10	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	None	GO:0008800; GO:0030655; GO:0046677	Beta-lactamase (EC 3.5.2.6)	Class-A beta-lactamase family	None	3.40.710.10;	None	None	None	PF13354;	None	SSF56601;	0.027;(2S,5R,6R)-6-[[(2R)-2-carboxy-2-thiophen-3-ylacetyl]amino]-3 3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid_count=2;0.11;Cephalothin_count=3;0.13;aztreonam_count=4;0.3;cefuroxime_count=5;3.3;ceftazidime_count=6;0.15;cefotaxime_count=7	None	None	None	None	0.015;ceftazidime_count=1;100.0;aztreonam_count=2;12.0;ampicillin_count=3;21.0;cefuroxime_count=4;420.0;benzylpenicillin_count=5;530.0;Cephalothin_count=6;84.0;(2S,5R,6R)-6-[[(2R)-2-carboxy-2-thiophen-3-ylacetyl]amino]-3 3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid_count=7;84.0;ticarcillin_count=8	None
Q8KSA6	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	None	GO:0008800; GO:0030655; GO:0046677	Beta-lactamase (EC 3.5.2.6)	Class-A beta-lactamase family	None	3.40.710.10;	None	None	None	PF13354;	None	SSF56601;	0.0023;(2S,5R,6R)-6-[[(2R)-2-carboxy-2-thiophen-3-ylacetyl]amino]-3 3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid_count=1;0.0077;ampicillin_count=2;0.013;ceftazidime_count=3;0.028;cefotaxime_count=4;0.044;cefuroxime_count=5;0.074;benzylpenicillin_count=6;0.12;aztreonam_count=7;0.19;Cephalothin_count=8	None	None	None	None	101.0;cefotaxime_count=1;190.0;cefuroxime_count=2;230.0;Cephalothin_count=3;33.0;benzylpenicillin_count=4;33.0;ceftazidime_count=5;5.9;ampicillin_count=6;8.2;(2S,5R,6R)-6-[[(2R)-2-carboxy-2-thiophen-3-ylacetyl]amino]-3 3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid_count=7;8.2;ticarcillin_count=8;84.0;aztreonam_count=9	None
Q704U4	Proteobacteria	Bacteria	Gammaproteobacteria	pteridine-containing compound metabolic process [GO:0042558]	pteridine-containing compound metabolic process [GO:0042558]	None	None	GO:0042558	Dihydropteroate synthase (Fragment)	None	None	None	None	None	None	None	None	None	0.012;nitrocefin_count=1;0.004;cefotaxime_count=2;0.022;Cephalothin_count=3;0.025;meropenem_count=4;0.046;penicillin_count=5;0.057;ticarcillin_count=6;0.069;piperacillin_count=7;0.17;carbenicillin_count=8;0.206;cefoxitin_count=9;0.287;Imipenem_count=10;0.431;cefepime_count=11;1.035;moxalactam_count=12;0.031;ceftazidime_count=13;0.007;cefuroxime_count=14;0.02;ampicillin_count=15	None	None	None	None	1.1;cefotaxime_count=1;14.0;moxalactam_count=2;16.0;Cephalothin_count=3;17.0;cefepime_count=4;18.0;ceftazidime_count=5;2.3;ticarcillin_count=6;2.7;meropenem_count=7;27.0;Imipenem_count=8;4.1;carbenicillin_count=9;5.8;nitrocefin_count=10;5.9;cefuroxime_count=11;6.6;penicillin_count=12;6.9;piperacillin_count=13;8.3;cefoxitin_count=14;3.3;ampicillin_count=15	None
Q76DI4	Proteobacteria	Bacteria	Gammaproteobacteria	outer membrane-bounded periplasmic space [GO:0030288]; beta-lactamase activity [GO:0008800]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	outer membrane-bounded periplasmic space [GO:0030288]	GO:0008800; GO:0017001; GO:0030288; GO:0046677	Beta-lactamase (EC 3.5.2.6)	Class-C beta-lactamase family	None	3.40.710.10;	None	None	None	PF00144;	None	SSF56601;	0.0012;cefoxitin_count=1;0.0057;ceftazidime_count=2;0.0062;ampicillin_count=3;0.021;cefpirome_count=4;0.031;cefotaxime_count=5;0.049;cefepime_count=6;0.1;Cephaloridine_count=7	None	0.0087;tazobactam_count=1;0.0092;Sulbactam_count=2;0.32;clavulanic acid_count=3	None	None	0.043;cefoxitin_count=1;0.084;ceftazidime_count=2;0.43;ampicillin_count=3;1.5;cefpirome_count=4;64.0;Cephaloridine_count=5;1.0;cefepime_count=7	None
Q6JP75	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	None	GO:0008800; GO:0030655; GO:0046677	Beta-lactamase (EC 3.5.2.6)	Class-A beta-lactamase family	None	3.40.710.10;	None	None	None	PF13354;	None	SSF56601;	None	None	None	None	None	None	None
Q6PL88	Proteobacteria	Bacteria	Gammaproteobacteria	penicillin binding [GO:0008658]	None	penicillin binding [GO:0008658]	None	GO:0008658	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-396 (Oxacillinase) (PoxB)	None	None	3.40.710.10;	None	None	None	PF00905;	None	SSF56601;	0.02;Imipenem_count=1;0.2;nitrocefin_count=2;0.9;cephalotin_count=3	None	None	None	None	0.1;Imipenem_count=1;0.2;cephalotin_count=2;100.0;nitrocefin_count=3;110.0;benzylpenicillin_count=4	None
Q6VCW0	Proteobacteria	Bacteria	Gammaproteobacteria	beta-lactamase activity [GO:0008800]; penicillin binding [GO:0008658]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]; penicillin binding [GO:0008658]	None	GO:0008658; GO:0008800; GO:0017001; GO:0046677	Beta-lactamase (EC 3.5.2.6)	Class-D beta-lactamase family	None	3.40.710.10;	None	None	None	PF00905;	None	SSF56601;	0.5;ampicillin_count=1;0.02;ticarcillin_count=2;0.07;Cephalothin_count=3;0.11;piperacillin_count=4;0.19;Cloxacillin_count=5;0.39;Oxacillin_count=6;0.5;meropenem_count=7;0.67;cefpirome_count=8;0.75;Cephaloridine_count=9;4.7;ceftazidime_count=10;0.025;benzylpenicillin_count=11;0.02;Imipenem_count=12	None	None	None	None	0.1;cefpirome_count=1;0.5;Cloxacillin_count=2;0.6;Cephalothin_count=3;1.0;ticarcillin_count=4;10.0;Cephaloridine_count=5;2.0;ceftazidime_count=6;3.0;piperacillin_count=7;5.0;Oxacillin_count=8;8.0;ampicillin_count=9;0.05;meropenem_count=11;0.1;Imipenem_count=12	None
