Entry	Taxonomic_lineage_PHYLUM	Taxonomic_lineage_SUPERKINGDOM	Taxonomic_lineage_CLASS	Gene_ontology_GO	Gene_ontology_biological_process	Gene_ontology_molecular_function	Gene_ontology_cellular_component	Gene_ontology_IDs	Protein_names	Protein_families	Cross_reference_eggNOG	Cross_reference_Gene3D	Cross_reference_HOGENOM	Cross_reference_OMA	Cross_reference_OrthoDB	Cross_reference_Pfam	Cross_reference_SMART	Cross_reference_SUPFAM	BRENDA_KM	BRENDA_PHO_DATA	BRENDA_TO_DATA	BRENDA_TN	BRENDA_TS_DATA
A0A1C3HPS6	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]	chloroplast [GO:0009507]	GO:0000287; GO:0004497; GO:0009507; GO:0009853; GO:0016984; GO:0019253	Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39) (Fragment)	RuBisCO large chain family, Type I subfamily	None	3.20.20.110;3.30.70.150;	None	None	None	PF00016;PF02788;	None	SSF51649;SSF54966;	0.575;O2_count=1;0.717;O2_count=2;0.945;O2_count=3;0.0252;CO2_count=4;0.0235;CO2_count=5;0.0344;CO2_count=6;0.0144;CO2_count=7;0.0337;CO2_count=8;0.0187;CO2_count=9	None	None	4.4;CO2_count=1;4.8;CO2_count=2;2.2;CO2_count=3	None
A0A1C3HPS9	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]	chloroplast [GO:0009507]	GO:0000287; GO:0004497; GO:0009507; GO:0009853; GO:0016984; GO:0019253	Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39) (Fragment)	RuBisCO large chain family, Type I subfamily	None	3.20.20.110;3.30.70.150;	None	None	None	PF00016;PF02788;	None	SSF51649;SSF54966;	0.0401;CO2_count=1;0.0531;CO2_count=2;0.388;O2_count=3;0.488;O2_count=4;0.667;O2_count=5;0.0222;CO2_count=6;0.0339;CO2_count=7;0.0131;CO2_count=8;0.0099;CO2_count=9	None	None	8.1;CO2_count=1;2.8;CO2_count=2;5.4;CO2_count=3	None
A0A1C3HPS7	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]	chloroplast [GO:0009507]	GO:0000287; GO:0004497; GO:0009507; GO:0009853; GO:0016984; GO:0019253	Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39) (Fragment)	RuBisCO large chain family, Type I subfamily	None	3.20.20.110;3.30.70.150;	None	None	None	PF00016;PF02788;	None	SSF51649;SSF54966;	0.0305;CO2_count=1;0.0369;CO2_count=2;0.0413;CO2_count=3;0.722;O2_count=4;1.117;O2_count=5;1.191;O2_count=6;0.0164;CO2_count=7;0.017;CO2_count=8;0.0281;CO2_count=9	None	None	3.4;CO2_count=1;5.2;CO2_count=2	None
A0A1C3HPT0	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]	chloroplast [GO:0009507]	GO:0000287; GO:0004497; GO:0009507; GO:0009853; GO:0016984; GO:0019253	Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39) (Fragment)	RuBisCO large chain family, Type I subfamily	None	3.20.20.110;3.30.70.150;	None	None	None	PF00016;PF02788;	None	SSF51649;SSF54966;	0.0234;CO2_count=1;0.0288;CO2_count=2;0.0676;O2_count=3;1.027;O2_count=4;0.0208;CO2_count=5;0.0216;CO2_count=6;0.0315;CO2_count=7;0.8;O2_count=8;0.0156;CO2_count=9	None	None	3.4;CO2_count=1;7.8;CO2_count=2;5.4;CO2_count=3	None
A0A097IV41	Bacillariophyta (diatoms)	Eukaryota	Coscinodiscophyceae (centric diatoms)	chloroplast [GO:0009507]; magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]; reductive pentose-phosphate cycle [GO:0019253]	reductive pentose-phosphate cycle [GO:0019253]	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]	chloroplast [GO:0009507]	GO:0000287; GO:0004497; GO:0009507; GO:0016984; GO:0019253	Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39) (Fragment)	RuBisCO large chain family	None	3.20.20.110;3.30.70.150;	None	None	None	PF00016;PF02788;	None	SSF51649;SSF54966;	0.0489;CO2_count=1	None	None	None	None
P54205	Cyanobacteria	Bacteria	None	carboxysome [GO:0031470]; magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]	carboxysome [GO:0031470]	GO:0000287; GO:0004497; GO:0009853; GO:0016984; GO:0019253; GO:0031470	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	RuBisCO large chain family, Type I subfamily	COG1850;	3.20.20.110;3.30.70.150;	None	IHGHPDG;	None	PF00016;PF02788;	None	SSF51649;SSF54966;	None	None	None	None	None
A8D0J3	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]	chloroplast [GO:0009507]	GO:0000287; GO:0004497; GO:0009507; GO:0009853; GO:0016984; GO:0019253	Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39) (Fragment)	RuBisCO large chain family, Type I subfamily	None	3.20.20.110;3.30.70.150;	None	None	None	PF00016;PF02788;	None	SSF51649;SSF54966;	None	None	None	None	None
A8D0I2	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]	chloroplast [GO:0009507]	GO:0000287; GO:0004497; GO:0009507; GO:0009853; GO:0016984; GO:0019253	Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39) (Fragment)	RuBisCO large chain family, Type I subfamily	None	3.20.20.110;3.30.70.150;	None	None	None	PF00016;PF02788;	None	SSF51649;SSF54966;	None	None	None	None	None
A8D0I8	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]	chloroplast [GO:0009507]	GO:0000287; GO:0004497; GO:0009507; GO:0009853; GO:0016984; GO:0019253	Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39) (Fragment)	RuBisCO large chain family, Type I subfamily	None	3.20.20.110;3.30.70.150;	None	None	None	PF00016;PF02788;	None	SSF51649;SSF54966;	None	None	None	None	None
P23755	Rhodophyta	Eukaryota	Bangiophyceae	chloroplast [GO:0009507]; magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]; reductive pentose-phosphate cycle [GO:0019253]	reductive pentose-phosphate cycle [GO:0019253]	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]	chloroplast [GO:0009507]	GO:0000287; GO:0004497; GO:0009507; GO:0016984; GO:0019253	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	RuBisCO large chain family, Type I subfamily	ENOG502QTI9;	3.20.20.110;3.30.70.150;	None	None	None	PF00016;PF02788;	None	SSF51649;SSF54966;	None	None	None	None	None
P04717	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]	chloroplast [GO:0009507]	GO:0000287; GO:0004497; GO:0009507; GO:0009853; GO:0016984; GO:0019253	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	RuBisCO large chain family, Type I subfamily	None	3.20.20.110;3.30.70.150;	None	None	None	PF00016;PF02788;	None	SSF51649;SSF54966;	None	None	None	None	None
P0C512	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; plastid [GO:0009536]; magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; nucleotide binding [GO:0000166]; ribulose-bisphosphate carboxylase activity [GO:0016984]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; nucleotide binding [GO:0000166]; ribulose-bisphosphate carboxylase activity [GO:0016984]	chloroplast [GO:0009507]; plastid [GO:0009536]	GO:0000166; GO:0000287; GO:0004497; GO:0009507; GO:0009536; GO:0009853; GO:0016984; GO:0019253	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	RuBisCO large chain family, Type I subfamily	ENOG502QTI9;	3.20.20.110;3.30.70.150;	None	None	474428at2759;	PF00016;PF02788;	None	SSF51649;SSF54966;	None	None	None	None	None
Q8THG2	Euryarchaeota	Archaea	Methanomicrobia	magnesium ion binding [GO:0000287]; oxidoreductase activity [GO:0016491]; ribulose-bisphosphate carboxylase activity [GO:0016984]; AMP catabolic process [GO:0006196]; carbon fixation [GO:0015977]	AMP catabolic process [GO:0006196]; carbon fixation [GO:0015977]	magnesium ion binding [GO:0000287]; oxidoreductase activity [GO:0016491]; ribulose-bisphosphate carboxylase activity [GO:0016984]	None	GO:0000287; GO:0006196; GO:0015977; GO:0016491; GO:0016984	Ribulose bisphosphate carboxylase (RuBisCO) (EC 4.1.1.39)	RuBisCO large chain family, Type III subfamily	None	3.20.20.110;3.30.70.150;	CLU_031450_3_1_2;	IHGHPDG;	9533at2157;	PF00016;PF02788;	None	SSF51649;SSF54966;	None	None	37-90_count=1	None	None
O28635	Euryarchaeota	Archaea	Archaeoglobi	magnesium ion binding [GO:0000287]; oxidoreductase activity [GO:0016491]; ribulose-bisphosphate carboxylase activity [GO:0016984]; AMP catabolic process [GO:0006196]; carbon fixation [GO:0015977]	AMP catabolic process [GO:0006196]; carbon fixation [GO:0015977]	magnesium ion binding [GO:0000287]; oxidoreductase activity [GO:0016491]; ribulose-bisphosphate carboxylase activity [GO:0016984]	None	GO:0000287; GO:0006196; GO:0015977; GO:0016491; GO:0016984	Ribulose bisphosphate carboxylase (RuBisCO) (EC 4.1.1.39)	RuBisCO large chain family, Type III subfamily	arCOG04443;	3.20.20.110;3.30.70.150;	CLU_031450_3_1_2;	IHGHPDG;	9533at2157;	PF00016;PF02788;	None	SSF51649;SSF54966;	0.051;CO2_count=2;0.02;D-ribulose 1,5-bisphosphate_count=5	None	None	23.1;D-ribulose 1,5-bisphosphate_count=2	None
P45738	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]	chloroplast [GO:0009507]	GO:0000287; GO:0004497; GO:0009507; GO:0009853; GO:0016984; GO:0019253	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	RuBisCO large chain family, Type I subfamily	None	3.20.20.110;3.30.70.150;	None	None	474428at2759;	PF00016;PF02788;	None	SSF51649;SSF54966;	None	None	None	None	None
Q0INY7	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	None	chloroplast [GO:0009507]	GO:0009507; GO:0009853; GO:0019253	Ribulose bisphosphate carboxylase small subunit, chloroplastic 1 (RuBisCO small subunit 1) (Ribulose bisphosphate carboxylase small chain C) (RuBisCO small subunit C)	RuBisCO small chain family	ENOG502QT0M;	3.30.190.10;	CLU_098114_1_0_1;	PQQNYSW;	1258997at2759;	PF12338;PF00101;	SM00961;	SSF55239;	None	None	None	None	None
O20253	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; lyase activity [GO:0016829]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	lyase activity [GO:0016829]	chloroplast [GO:0009507]	GO:0009507; GO:0009853; GO:0016829; GO:0019253	Multifunctional fusion protein [Includes: Ribulose bisphosphate carboxylase small subunit (RuBisCO small subunit); Ribulose bisphosphate carboxylase small subunit, chloroplastic]	RuBisCO small chain family	None	3.30.190.10;	None	None	None	PF12338;PF00101;	SM00961;	SSF55239;	None	None	None	None	None
O03042	Streptophyta	Eukaryota	Magnoliopsida	apoplast [GO:0048046]; chloroplast [GO:0009507]; chloroplast envelope [GO:0009941]; chloroplast stroma [GO:0009570]; chloroplast thylakoid membrane [GO:0009535]; cytosolic ribosome [GO:0022626]; plant-type cell wall [GO:0009505]; plastid [GO:0009536]; thylakoid [GO:0009579]; magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; mRNA binding [GO:0003729]; ribulose-bisphosphate carboxylase activity [GO:0016984]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]; response to abscisic acid [GO:0009737]; response to cadmium ion [GO:0046686]	photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]; response to abscisic acid [GO:0009737]; response to cadmium ion [GO:0046686]	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; mRNA binding [GO:0003729]; ribulose-bisphosphate carboxylase activity [GO:0016984]	apoplast [GO:0048046]; chloroplast [GO:0009507]; chloroplast envelope [GO:0009941]; chloroplast stroma [GO:0009570]; chloroplast thylakoid membrane [GO:0009535]; cytosolic ribosome [GO:0022626]; plant-type cell wall [GO:0009505]; plastid [GO:0009536]; thylakoid [GO:0009579]	GO:0000287; GO:0003729; GO:0004497; GO:0009505; GO:0009507; GO:0009535; GO:0009536; GO:0009570; GO:0009579; GO:0009737; GO:0009853; GO:0009941; GO:0016984; GO:0019253; GO:0022626; GO:0046686; GO:0048046	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	RuBisCO large chain family, Type I subfamily	ENOG502QTI9;	3.20.20.110;3.30.70.150;	CLU_031450_2_0_1;	EYRETYW;	474428at2759;	PF00016;PF02788;	None	SSF51649;SSF54966;	None	None	None	None	None
P69249	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; plasmodesma [GO:0009506]; defense response to virus [GO:0051607]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	defense response to virus [GO:0051607]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	None	chloroplast [GO:0009507]; plasmodesma [GO:0009506]	GO:0009506; GO:0009507; GO:0009853; GO:0019253; GO:0051607	Ribulose bisphosphate carboxylase small subunit, chloroplastic (RuBisCO small subunit) (TSSU3-8)	RuBisCO small chain family	None	3.30.190.10;	None	KQCQVLS;	1258997at2759;	PF12338;PF00101;	SM00961;	SSF55239;	None	None	None	None	None
A8DY18	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]	chloroplast [GO:0009507]	GO:0000287; GO:0004497; GO:0009507; GO:0009853; GO:0016984; GO:0019253	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	RuBisCO large chain family, Type I subfamily	None	3.20.20.110;3.30.70.150;	None	None	None	PF00016;PF02788;	None	SSF51649;SSF54966;	None	None	None	None	None
O58677	Euryarchaeota	Archaea	Thermococci	magnesium ion binding [GO:0000287]; oxidoreductase activity [GO:0016491]; ribulose-bisphosphate carboxylase activity [GO:0016984]; AMP catabolic process [GO:0006196]; carbon fixation [GO:0015977]	AMP catabolic process [GO:0006196]; carbon fixation [GO:0015977]	magnesium ion binding [GO:0000287]; oxidoreductase activity [GO:0016491]; ribulose-bisphosphate carboxylase activity [GO:0016984]	None	GO:0000287; GO:0006196; GO:0015977; GO:0016491; GO:0016984	Ribulose bisphosphate carboxylase (RuBisCO) (EC 4.1.1.39)	RuBisCO large chain family, Type III subfamily	arCOG04443;	3.20.20.110;3.30.70.150;	None	IHGHPDG;	None	PF00016;PF02788;	None	SSF51649;SSF54966;	None	None	None	None	None
P04718	Proteobacteria	Bacteria	Alphaproteobacteria	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]; reductive pentose-phosphate cycle [GO:0019253]	reductive pentose-phosphate cycle [GO:0019253]	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]	None	GO:0000287; GO:0004497; GO:0016984; GO:0019253	Ribulose bisphosphate carboxylase (RuBisCO) (EC 4.1.1.39)	RuBisCO large chain family, Type II subfamily	None	3.20.20.110;3.30.70.150;	None	None	None	PF00016;PF02788;	None	SSF51649;SSF54966;	None	None	None	None	None
P00870	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	None	chloroplast [GO:0009507]	GO:0009507; GO:0009853; GO:0019253	Ribulose bisphosphate carboxylase small subunit, chloroplastic 1 (RuBisCO small subunit 1)	RuBisCO small chain family	None	3.30.190.10;	None	None	None	PF00101;	SM00961;	SSF55239;	None	None	None	None	None
P00875	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]	chloroplast [GO:0009507]	GO:0000287; GO:0004497; GO:0009507; GO:0009853; GO:0016984; GO:0019253	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	RuBisCO large chain family, Type I subfamily	None	3.20.20.110;3.30.70.150;	None	None	474428at2759;	PF00016;PF02788;	None	SSF51649;SSF54966;	None	None	None	None	None
B3TFG8	Cercozoa	Eukaryota	Chlorarachniophyceae	reductive pentose-phosphate cycle [GO:0019253]	reductive pentose-phosphate cycle [GO:0019253]	None	None	GO:0019253	Ribulose bisphosphate carboxylase small subunit, chloroplastic (RuBisCO small subunit)	RuBisCO small chain family	None	3.30.190.10;	None	None	None	PF00101;	SM00961;	SSF55239;	None	None	None	None	None
Q6Y9Y8	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]	chloroplast [GO:0009507]	GO:0000287; GO:0004497; GO:0009507; GO:0009853; GO:0016984; GO:0019253	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	RuBisCO large chain family, Type I subfamily	None	3.20.20.110;3.30.70.150;	None	None	None	PF00016;PF02788;	None	SSF51649;SSF54966;	None	8_count=1	None	None	None
Q0QKD8	Cyanobacteria	Bacteria	None	carboxysome [GO:0031470]; magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]	carboxysome [GO:0031470]	GO:0000287; GO:0004497; GO:0009853; GO:0016984; GO:0019253; GO:0031470	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	RuBisCO large chain family, Type I subfamily	None	3.20.20.110;3.30.70.150;	None	None	None	PF00016;PF02788;	None	SSF51649;SSF54966;	None	None	None	None	None
Q6JX17	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]	chloroplast [GO:0009507]	GO:0000287; GO:0004497; GO:0009507; GO:0009853; GO:0016984; GO:0019253	Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39) (Fragment)	RuBisCO large chain family, Type I subfamily	None	3.20.20.110;3.30.70.150;	None	None	None	PF00016;PF02788;	None	SSF51649;SSF54966;	None	None	None	None	None
Q41406	None	Eukaryota	Dinophyceae	chloroplast [GO:0009507]; magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]; reductive pentose-phosphate cycle [GO:0019253]	reductive pentose-phosphate cycle [GO:0019253]	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]	chloroplast [GO:0009507]	GO:0000287; GO:0004497; GO:0009507; GO:0016984; GO:0019253	Ribulose bisphosphate carboxylase (RuBisCO) (EC 4.1.1.39) [Cleaved into: Ribulose bisphosphate carboxylase 1; Ribulose bisphosphate carboxylase 2; Ribulose bisphosphate carboxylase 3] (Fragment)	RuBisCO large chain family, Type II subfamily	None	3.20.20.110;3.30.70.150;	None	None	None	PF00016;PF02788;	None	SSF51649;SSF54966;	None	8.1_count=1	20.7_count=1	None	-80_count=1;36_count=2
B0B758	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]	chloroplast [GO:0009507]	GO:0000287; GO:0004497; GO:0009507; GO:0009853; GO:0016984; GO:0019253	Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39) (Fragment)	RuBisCO large chain family, Type I subfamily	None	3.20.20.110;3.30.70.150;	None	None	None	PF00016;PF02788;	None	SSF51649;SSF54966;	0.00185;CO2_count=1;0.403;O2_count=2	8.2_count=1	25_count=1	None	None
B0B766	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]	chloroplast [GO:0009507]	GO:0000287; GO:0004497; GO:0009507; GO:0009853; GO:0016984; GO:0019253	Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39) (Fragment)	RuBisCO large chain family, Type I subfamily	None	3.20.20.110;3.30.70.150;	None	None	None	PF00016;PF02788;	None	SSF51649;SSF54966;	0.0021;CO2_count=1;0.402;O2_count=2	8.2_count=1	25_count=1	None	None
